,ID,D,E_Brent,Water_Injected_opex,Opt_ActivacionBasica_a_ab,Opt_Activacion_e1,Opt_Activacion_e2,Opt_Activacion_e3,Opt_Activacion_e4,VPN_Basica_porta,VPN_incremental_porta,VPN_Basica,VPN_incremental,VPN_Total,EFI_INCREMENTAL,capex,opex_basica,opex_incremental,Volumenes
357,357,1,50,0.345,0,1,0,0,1,0,152461.4969,0,147770.9692,147770.9692,0.9547581030621002,896336.6002,209877.2954,1861515.9372,96.15806034978152
358,358,1,55,0.345,0,1,0,0,1,0,152461.4969,0,190670.7136,190670.7136,1.2505470946540993,896336.6002,209877.2954,1861515.9372,96.15806034978152
359,359,1,60,0.345,0,1,0,0,1,0,152461.4969,0,233155.4814,233155.4814,1.545508914341551,896336.6002,209877.2954,1861515.9372,96.15806034978152
360,360,1,20,0.06,0,1,0,1,0,0,206506.5592,0,-229387.4498,-229387.4498,0.0,1257668.5536,209877.2954,1873173.3904,128.97926652578155
361,361,1,25,0.06,0,1,0,1,0,0,206506.5592,0,-148534.2162,-148534.2162,0.0,1257668.5536,209877.2954,1873173.3904,128.97926652578155
362,362,1,30,0.06,0,1,0,1,0,0,206506.5592,0,-66195.3404,-66195.3404,0.0,1257668.5536,209877.2954,1873173.3904,128.97926652578155
363,363,1,35,0.06,0,1,0,1,0,0,206506.5592,0,9374.1479,9374.1479,0.048518772742204966,1257668.5536,209877.2954,1873173.3904,128.97926652578155
364,364,1,40,0.06,0,1,0,1,0,0,206506.5592,0,79433.8657,79433.8657,0.29441202469448624,1257668.5536,209877.2954,1873173.3904,128.97926652578155
365,365,1,45,0.06,0,1,0,1,0,0,206506.5592,0,139753.6135,139753.6135,0.5408246798294244,1257668.5536,209877.2954,1873173.3904,128.97926652578155
366,366,1,50,0.06,0,1,0,1,0,0,206506.5592,0,199523.7524,199523.7524,0.7862700707341882,1257668.5536,209877.2954,1873173.3904,128.97926652578155
367,367,1,55,0.06,0,1,0,1,0,0,206506.5592,0,258319.1007,258319.1007,1.0317154616389512,1257668.5536,209877.2954,1873173.3904,128.97926652578155
368,368,1,60,0.06,0,1,0,1,0,0,206506.5592,0,316688.3373,316688.3373,1.2771608525437144,1257668.5536,209877.2954,1873173.3904,128.97926652578155
369,369,1,20,0.155,0,1,0,1,0,0,189854.7458,0,-249008.9248,-249008.9248,0.0,1257668.5536,209877.2954,2102903.1022,128.97926652578155
370,370,1,25,0.155,0,1,0,1,0,0,189854.7458,0,-169514.1833,-169514.1833,0.0,1257668.5536,209877.2954,2102903.1022,128.97926652578155
371,371,1,30,0.155,0,1,0,1,0,0,189854.7458,0,-88368.8272,-88368.8272,0.0,1257668.5536,209877.2954,2102903.1022,128.97926652578155
372,372,1,35,0.155,0,1,0,1,0,0,189854.7458,0,-10100.7629,-10100.7629,0.0,1257668.5536,209877.2954,2102903.1022,128.97926652578155
373,373,1,40,0.155,0,1,0,1,0,0,189854.7458,0,61136.1184,61136.1184,0.22687221674004687,1257668.5536,209877.2954,2102903.1022,128.97926652578155
374,374,1,45,0.155,0,1,0,1,0,0,189854.7458,0,124946.7533,124946.7533,0.4729338652123171,1257668.5536,209877.2954,2102903.1022,128.97926652578155
375,375,1,50,0.155,0,1,0,1,0,0,189854.7458,0,183711.2332,183711.2332,0.7189275979588392,1257668.5536,209877.2954,2102903.1022,128.97926652578155
376,376,1,55,0.155,0,1,0,1,0,0,189854.7458,0,241988.7826,241988.7826,0.964799239123097,1257668.5536,209877.2954,2102903.1022,128.97926652578155
377,377,1,60,0.155,0,1,0,1,0,0,189854.7458,0,300584.0119,300584.0119,1.2102446300278598,1257668.5536,209877.2954,2102903.1022,128.97926652578155
378,378,1,20,0.25,0,1,0,1,0,0,175886.7979,0,-266681.4619,-266681.4619,0.0,1257668.5536,209877.2954,2332632.8141,128.97926652578155
379,379,1,25,0.25,0,1,0,1,0,0,175886.7979,0,-189952.9344,-189952.9344,0.0,1257668.5536,209877.2954,2332632.8141,128.97926652578155
380,380,1,30,0.25,0,1,0,1,0,0,175886.7979,0,-109747.7568,-109747.7568,0.0,1257668.5536,209877.2954,2332632.8141,128.97926652578155
381,381,1,35,0.25,0,1,0,1,0,0,175886.7979,0,-29361.9528,-29361.9528,0.0,1257668.5536,209877.2954,2332632.8141,128.97926652578155
382,382,1,40,0.25,0,1,0,1,0,0,175886.7979,0,42153.3032,42153.3032,0.1605601709772786,1257668.5536,209877.2954,2332632.8141,128.97926652578155
383,383,1,45,0.25,0,1,0,1,0,0,175886.7979,0,109014.1173,109014.1173,0.40595813468526315,1257668.5536,209877.2954,2332632.8141,128.97926652578155
384,384,1,50,0.25,0,1,0,1,0,0,175886.7979,0,168745.8848,168745.8848,0.6514557057301483,1257668.5536,209877.2954,2332632.8141,128.97926652578155
385,385,1,55,0.25,0,1,0,1,0,0,175886.7979,0,226422.222,226422.222,0.8974662822986127,1257668.5536,209877.2954,2332632.8141,128.97926652578155
386,386,1,60,0.25,0,1,0,1,0,0,175886.7979,0,284346.8578,284346.8578,1.1433284075120056,1257668.5536,209877.2954,2332632.8141,128.97926652578155
387,387,1,20,0.345,0,1,0,1,0,0,160998.2519,0,-284861.6038,-284861.6038,0.0,1257668.5536,209877.2954,2562362.526,128.97926652578155
388,388,1,25,0.345,0,1,0,1,0,0,160998.2519,0,-209918.4006,-209918.4006,0.0,1257668.5536,209877.2954,2562362.526,128.97926652578155
389,389,1,30,0.345,0,1,0,1,0,0,160998.2519,0,-130736.206,-130736.206,0.0,1257668.5536,209877.2954,2562362.526,128.97926652578155
390,390,1,35,0.345,0,1,0,1,0,0,160998.2519,0,-49683.6915,-49683.6915,0.0,1257668.5536,209877.2954,2562362.526,128.97926652578155
391,391,1,40,0.345,0,1,0,1,0,0,160998.2519,0,23569.4612,23569.4612,0.0949265110667845,1257668.5536,209877.2954,2562362.526,128.97926652578155
392,392,1,45,0.345,0,1,0,1,0,0,160998.2519,0,92704.9788,92704.9788,0.3395295485039735,1257668.5536,209877.2954,2562362.526,128.97926652578155
393,393,1,50,0.345,0,1,0,1,0,0,160998.2519,0,153731.1439,153731.1439,0.5843926056987184,1257668.5536,209877.2954,2562362.526,128.97926652578155
394,394,1,55,0.345,0,1,0,1,0,0,160998.2519,0,211826.9096,211826.9096,0.829977546247979,1257668.5536,209877.2954,2562362.526,128.97926652578155
395,395,1,60,0.345,0,1,0,1,0,0,160998.2519,0,268929.3086,268929.3086,1.0760049666383862,1257668.5536,209877.2954,2562362.526,128.97926652578155
396,396,1,20,0.06,0,1,0,1,1,0,156689.8165,0,-342045.2417,-342045.2417,0.0,1904272.867,209877.2954,2569255.1489,161.87688644578157
397,397,1,25,0.06,0,1,0,1,1,0,156689.8165,0,-250508.2789,-250508.2789,0.0,1904272.867,209877.2954,2569255.1489,161.87688644578157
398,398,1,30,0.06,0,1,0,1,1,0,156689.8165,0,-160130.0462,-160130.0462,0.0,1904272.867,209877.2954,2569255.1489,161.87688644578157
399,399,1,35,0.06,0,1,0,1,1,0,156689.8165,0,-79002.1638,-79002.1638,0.0,1904272.867,209877.2954,2569255.1489,161.87688644578157
400,400,1,40,0.06,0,1,0,1,1,0,156689.8165,0,-856.8246,-856.8246,0.05971749182335745,1904272.867,209877.2954,2569255.1489,161.87688644578157
401,401,1,45,0.06,0,1,0,1,1,0,156689.8165,0,75442.2083,75442.2083,0.27115675955229873,1904272.867,209877.2954,2569255.1489,161.87688644578157
402,402,1,50,0.06,0,1,0,1,1,0,156689.8165,0,148173.0794,148173.0794,0.48305996047751926,1904272.867,209877.2954,2569255.1489,161.87688644578157
403,403,1,55,0.06,0,1,0,1,1,0,156689.8165,0,216224.6597,216224.6597,0.6940393788958914,1904272.867,209877.2954,2569255.1489,161.87688644578157
404,404,1,60,0.06,0,1,0,1,1,0,156689.8165,0,282581.3794,282581.3794,0.9050187973142636,1904272.867,209877.2954,2569255.1489,161.87688644578157
405,405,1,20,0.155,0,1,0,1,1,0,137307.0886,0,-364472.7881,-364472.7881,0.0,1904272.867,209877.2954,2855203.8587,161.87688644578157
406,406,1,25,0.155,0,1,0,1,1,0,137307.0886,0,-274543.7087,-274543.7087,0.0,1904272.867,209877.2954,2855203.8587,161.87688644578157
407,407,1,30,0.155,0,1,0,1,1,0,137307.0886,0,-183663.7253,-183663.7253,0.0,1904272.867,209877.2954,2855203.8587,161.87688644578157
408,408,1,35,0.155,0,1,0,1,1,0,137307.0886,0,-101112.147,-101112.147,0.0,1904272.867,209877.2954,2855203.8587,161.87688644578157
409,409,1,40,0.155,0,1,0,1,1,0,137307.0886,0,-22141.3887,-22141.3887,0.0010385264926137164,1904272.867,209877.2954,2855203.8587,161.87688644578157
410,410,1,45,0.155,0,1,0,1,1,0,137307.0886,0,54423.9684,54423.9684,0.21192599679370996,1904272.867,209877.2954,2855203.8587,161.87688644578157
411,411,1,50,0.155,0,1,0,1,1,0,137307.0886,0,129218.4747,129218.4747,0.42345208448164706,1904272.867,209877.2954,2855203.8587,161.87688644578157
412,412,1,55,0.155,0,1,0,1,1,0,137307.0886,0,196888.426,196888.426,0.6353693288299123,1904272.867,209877.2954,2855203.8587,161.87688644578157
413,413,1,60,0.155,0,1,0,1,1,0,137307.0886,0,263768.0187,263768.0187,0.8463487472482845,1904272.867,209877.2954,2855203.8587,161.87688644578157
414,414,1,20,0.25,0,1,0,1,1,0,117596.7534,0,-386001.8538,-386001.8538,0.0,1904272.867,209877.2954,3141152.5686,161.87688644578157
415,415,1,25,0.25,0,1,0,1,1,0,117596.7534,0,-298066.8377,-298066.8377,0.0,1904272.867,209877.2954,3141152.5686,161.87688644578157
416,416,1,30,0.25,0,1,0,1,1,0,117596.7534,0,-208183.7016,-208183.7016,0.0,1904272.867,209877.2954,3141152.5686,161.87688644578157
417,417,1,35,0.25,0,1,0,1,1,0,117596.7534,0,-122773.6607,-122773.6607,0.0,1904272.867,209877.2954,3141152.5686,161.87688644578157
418,418,1,40,0.25,0,1,0,1,1,0,117596.7534,0,-43738.2885,-43738.2885,0.0,1904272.867,209877.2954,3141152.5686,161.87688644578157
419,419,1,45,0.25,0,1,0,1,1,0,117596.7534,0,33444.3938,33444.3938,0.15304816765490242,1904272.867,209877.2954,3141152.5686,161.87688644578157
420,420,1,50,0.25,0,1,0,1,1,0,117596.7534,0,108284.9615,108284.9615,0.3648199594971786,1904272.867,209877.2954,3141152.5686,161.87688644578157
421,421,1,55,0.25,0,1,0,1,1,0,117596.7534,0,178342.4375,178342.4375,0.576311721628267,1904272.867,209877.2954,3141152.5686,161.87688644578157
422,422,1,60,0.25,0,1,0,1,1,0,117596.7534,0,244736.0669,244736.0669,0.7876786971823053,1904272.867,209877.2954,3141152.5686,161.87688644578157
423,423,1,20,0.345,0,1,0,1,1,0,97144.9146,0,-399411.0954,-399411.0954,0.0,1904272.867,209877.2954,3427101.2785,161.87688644578157
424,424,1,25,0.345,0,1,0,1,1,0,97144.9146,0,-320983.8408,-320983.8408,0.0,1904272.867,209877.2954,3427101.2785,161.87688644578157
425,425,1,30,0.345,0,1,0,1,1,0,97144.9146,0,-232371.0139,-232371.0139,0.0,1904272.867,209877.2954,3427101.2785,161.87688644578157
426,426,1,35,0.345,0,1,0,1,1,0,97144.9146,0,-144744.6361,-144744.6361,0.0,1904272.867,209877.2954,3427101.2785,161.87688644578157
427,427,1,40,0.345,0,1,0,1,1,0,97144.9146,0,-64884.9561,-64884.9561,0.0,1904272.867,209877.2954,3427101.2785,161.87688644578157
428,428,1,45,0.345,0,1,0,1,1,0,97144.9146,0,12142.6038,12142.6038,0.0955308953498919,1904272.867,209877.2954,3427101.2785,161.87688644578157
429,429,1,50,0.345,0,1,0,1,1,0,97144.9146,0,87670.0072,87670.0072,0.3059595958390147,1904272.867,209877.2954,3427101.2785,161.87688644578157
430,430,1,55,0.345,0,1,0,1,1,0,97144.9146,0,160499.316,160499.316,0.5170830897658566,1904272.867,209877.2954,3427101.2785,161.87688644578157
431,431,1,60,0.345,0,1,0,1,1,0,97144.9146,0,226737.5334,226737.5334,0.7286212245495702,1904272.867,209877.2954,3427101.2785,161.87688644578157
432,432,1,20,0.06,0,1,1,0,0,0,248071.2049,0,-102120.2145,-102120.2145,0.0,620478.9748,209877.2954,1109915.5846,90.1373868617815
433,433,1,25,0.06,0,1,1,0,0,0,248071.2049,0,-34138.1384,-34138.1384,0.0,620478.9748,209877.2954,1109915.5846,90.1373868617815
434,434,1,30,0.06,0,1,1,0,0,0,248071.2049,0,34384.9284,34384.9284,0.15910919196463472,620478.9748,209877.2954,1109915.5846,90.1373868617815
435,435,1,35,0.06,0,1,1,0,0,0,248071.2049,0,95994.8841,95994.8841,0.4769476575773062,620478.9748,209877.2954,1109915.5846,90.1373868617815
436,436,1,40,0.06,0,1,1,0,0,0,248071.2049,0,144836.9166,144836.9166,0.7950876474955276,620478.9748,209877.2954,1109915.5846,90.1373868617815
437,437,1,45,0.06,0,1,1,0,0,0,248071.2049,0,194039.8966,194039.8966,1.1124961442441084,620478.9748,209877.2954,1109915.5846,90.1373868617815
438,438,1,50,0.06,0,1,1,0,0,0,248071.2049,0,242666.5471,242666.5471,1.4299046409926899,620478.9748,209877.2954,1109915.5846,90.1373868617815
439,439,1,55,0.06,0,1,1,0,0,0,248071.2049,0,291067.0361,291067.0361,1.74731313774127,620478.9748,209877.2954,1109915.5846,90.1373868617815
440,440,1,60,0.06,0,1,1,0,0,0,248071.2049,0,339417.3906,339417.3906,2.0647216344898505,620478.9748,209877.2954,1109915.5846,90.1373868617815
441,441,1,20,0.155,0,1,1,0,0,0,234170.8773,0,-119579.9884,-119579.9884,0.0,620478.9748,209877.2954,1289562.0035,90.1373868617815
442,442,1,25,0.155,0,1,1,0,0,0,234170.8773,0,-52959.902,-52959.902,0.0,620478.9748,209877.2954,1289562.0035,90.1373868617815
443,443,1,30,0.155,0,1,1,0,0,0,234170.8773,0,15116.1068,15116.1068,0.06994667892172832,620478.9748,209877.2954,1289562.0035,90.1373868617815
444,444,1,35,0.155,0,1,1,0,0,0,234170.8773,0,82701.6752,82701.6752,0.38662273088638605,620478.9748,209877.2954,1289562.0035,90.1373868617815
445,445,1,40,0.155,0,1,1,0,0,0,234170.8773,0,132098.1472,132098.1472,0.7044261998808339,620478.9748,209877.2954,1289562.0035,90.1373868617815
446,446,1,45,0.155,0,1,1,0,0,0,234170.8773,0,179827.0156,179827.0156,1.0224219410189868,620478.9748,209877.2954,1289562.0035,90.1373868617815
447,447,1,50,0.155,0,1,1,0,0,0,234170.8773,0,228746.3446,228746.3446,1.3398304377675676,620478.9748,209877.2954,1289562.0035,90.1373868617815
448,448,1,55,0.155,0,1,1,0,0,0,234170.8773,0,277259.1787,277259.1787,1.657238934516148,620478.9748,209877.2954,1289562.0035,90.1373868617815
449,449,1,60,0.155,0,1,1,0,0,0,234170.8773,0,325665.8197,325665.8197,1.9746474312647293,620478.9748,209877.2954,1289562.0035,90.1373868617815
450,450,1,20,0.25,0,1,1,0,0,0,220754.1336,0,-135750.3888,-135750.3888,0.0,620478.9748,209877.2954,1469208.4223,90.1373868617815
451,451,1,25,0.25,0,1,1,0,0,0,220754.1336,0,-70976.9916,-70976.9916,0.0,620478.9748,209877.2954,1469208.4223,90.1373868617815
452,452,1,30,0.25,0,1,1,0,0,0,220754.1336,0,-3630.4038,-3630.4038,0.0,620478.9748,209877.2954,1469208.4223,90.1373868617815
453,453,1,35,0.25,0,1,1,0,0,0,220754.1336,0,64390.7787,64390.7787,0.2979550997849753,620478.9748,209877.2954,1469208.4223,90.1373868617815
454,454,1,40,0.25,0,1,1,0,0,0,220754.1336,0,120103.8794,120103.8794,0.6141362698081376,620478.9748,209877.2954,1469208.4223,90.1373868617815
455,455,1,45,0.25,0,1,1,0,0,0,220754.1336,0,168092.2786,168092.2786,0.9315125655076533,620478.9748,209877.2954,1469208.4223,90.1373868617815
456,456,1,50,0.25,0,1,1,0,0,0,220754.1336,0,215304.1482,215304.1482,1.249488122304389,620478.9748,209877.2954,1469208.4223,90.1373868617815
457,457,1,55,0.25,0,1,1,0,0,0,220754.1336,0,263348.6869,263348.6869,1.5671647312910273,620478.9748,209877.2954,1469208.4223,90.1373868617815
458,458,1,60,0.25,0,1,1,0,0,0,220754.1336,0,311851.8103,311851.8103,1.8845732280396081,620478.9748,209877.2954,1469208.4223,90.1373868617815
459,459,1,20,0.345,0,1,1,0,0,0,207984.1297,0,-151057.0514,-151057.0514,0.0,620478.9748,209877.2954,1648854.8411,90.1373868617815
460,460,1,25,0.345,0,1,1,0,0,0,207984.1297,0,-87952.094,-87952.094,0.0,620478.9748,209877.2954,1648854.8411,90.1373868617815
461,461,1,30,0.345,0,1,1,0,0,0,207984.1297,0,-21942.315,-21942.315,0.0,620478.9748,209877.2954,1648854.8411,90.1373868617815
462,462,1,35,0.345,0,1,1,0,0,0,207984.1297,0,45528.8873,45528.8873,0.21067557233019843,620478.9748,209877.2954,1648854.8411,90.1373868617815
463,463,1,40,0.345,0,1,1,0,0,0,207984.1297,0,106687.7507,106687.7507,0.5259548439354587,620478.9748,209877.2954,1648854.8411,90.1373868617815
464,464,1,45,0.345,0,1,1,0,0,0,207984.1297,0,155193.7688,155193.7688,0.8421910274987087,620478.9748,209877.2954,1648854.8411,90.1373868617815
465,465,1,50,0.345,0,1,1,0,0,0,207984.1297,0,203218.1858,203218.1858,1.1590228993173388,620478.9748,209877.2954,1648854.8411,90.1373868617815
466,466,1,55,0.345,0,1,1,0,0,0,207984.1297,0,249958.3018,249958.3018,1.4768764016445726,620478.9748,209877.2954,1648854.8411,90.1373868617815
467,467,1,60,0.345,0,1,1,0,0,0,207984.1297,0,297950.3976,297950.3976,1.7944990248144859,620478.9748,209877.2954,1648854.8411,90.1373868617815
468,468,1,20,0.06,0,1,1,0,1,0,197408.7722,0,-214473.71,-214473.71,0.0,1267083.2882,209877.2954,1805997.3431,123.0350067817815
469,469,1,25,0.06,0,1,1,0,1,0,197408.7722,0,-136250.3393,-136250.3393,0.0,1267083.2882,209877.2954,1805997.3431,123.0350067817815
470,470,1,30,0.06,0,1,1,0,1,0,197408.7722,0,-58533.9616,-58533.9616,0.0,1267083.2882,209877.2954,1805997.3431,123.0350067817815
471,471,1,35,0.06,0,1,1,0,1,0,197408.7722,0,5673.2132,5673.2132,0.0654017987118824,1267083.2882,209877.2954,1805997.3431,123.0350067817815
472,472,1,40,0.06,0,1,1,0,1,0,197408.7722,0,68650.2136,68650.2136,0.313235036558396,1267083.2882,209877.2954,1805997.3431,123.0350067817815
473,473,1,45,0.06,0,1,1,0,1,0,197408.7722,0,130891.6194,130891.6194,0.5614983160285033,1267083.2882,209877.2954,1805997.3431,123.0350067817815
474,474,1,50,0.06,0,1,1,0,1,0,197408.7722,0,190679.1882,190679.1882,0.8086596017648342,1267083.2882,209877.2954,1805997.3431,123.0350067817815
475,475,1,55,0.06,0,1,1,0,1,0,197408.7722,0,247479.0664,247479.0664,1.0558208875011652,1267083.2882,209877.2954,1805997.3431,123.0350067817815
476,476,1,60,0.06,0,1,1,0,1,0,197408.7722,0,303557.4981,303557.4981,1.3029821732374955,1267083.2882,209877.2954,1805997.3431,123.0350067817815
477,477,1,20,0.155,0,1,1,0,1,0,180128.3333,0,-234306.9281,-234306.9281,0.0,1267083.2882,209877.2954,2041862.76,123.0350067817815
478,478,1,25,0.155,0,1,1,0,1,0,180128.3333,0,-158190.9489,-158190.9489,0.0,1267083.2882,209877.2954,2041862.76,123.0350067817815
479,479,1,30,0.155,0,1,1,0,1,0,180128.3333,0,-80307.0084,-80307.0084,0.0,1267083.2882,209877.2954,2041862.76,123.0350067817815
480,480,1,35,0.155,0,1,1,0,1,0,180128.3333,0,-12446.3247,-12446.3247,0.0,1267083.2882,209877.2954,2041862.76,123.0350067817815
481,481,1,40,0.155,0,1,1,0,1,0,180128.3333,0,50284.4437,50284.4437,0.2419636351985135,1267083.2882,209877.2954,2041862.76,123.0350067817815
482,482,1,45,0.155,0,1,1,0,1,0,180128.3333,0,112972.8038,112972.8038,0.4891677025219295,1267083.2882,209877.2954,2041862.76,123.0350067817815
483,483,1,50,0.155,0,1,1,0,1,0,180128.3333,0,173987.5778,173987.5778,0.7369391183794063,1267083.2882,209877.2954,2041862.76,123.0350067817815
484,484,1,55,0.155,0,1,1,0,1,0,180128.3333,0,230745.3291,230745.3291,0.9845510079877317,1267083.2882,209877.2954,2041862.76,123.0350067817815
485,485,1,60,0.155,0,1,1,0,1,0,180128.3333,0,287131.5317,287131.5317,1.2317122937240623,1267083.2882,209877.2954,2041862.76,123.0350067817815
486,486,1,20,0.25,0,1,1,0,1,0,163876.5864,0,-254165.1506,-254165.1506,0.0,1267083.2882,209877.2954,2277728.1768,123.0350067817815
487,487,1,25,0.25,0,1,1,0,1,0,163876.5864,0,-179083.3107,-179083.3107,0.0,1267083.2882,209877.2954,2277728.1768,123.0350067817815
488,488,1,30,0.25,0,1,1,0,1,0,163876.5864,0,-102048.2366,-102048.2366,0.0,1267083.2882,209877.2954,2277728.1768,123.0350067817815
489,489,1,35,0.25,0,1,1,0,1,0,163876.5864,0,-30455.3106,-30455.3106,0.0,1267083.2882,209877.2954,2277728.1768,123.0350067817815
490,490,1,40,0.25,0,1,1,0,1,0,163876.5864,0,32170.3081,32170.3081,0.1713742939208913,1267083.2882,209877.2954,2277728.1768,123.0350067817815
491,491,1,45,0.25,0,1,1,0,1,0,163876.5864,0,94930.8925,94930.8925,0.4178326132311455,1267083.2882,209877.2954,2277728.1768,123.0350067817815
492,492,1,50,0.25,0,1,1,0,1,0,163876.5864,0,156949.2095,156949.2095,0.6651003684854627,1267083.2882,209877.2954,2277728.1768,123.0350067817815
493,493,1,55,0.25,0,1,1,0,1,0,163876.5864,0,214657.2779,214657.2779,0.9128572062633419,1267083.2882,209877.2954,2277728.1768,123.0350067817815
494,494,1,60,0.25,0,1,1,0,1,0,163876.5864,0,270547.958,270547.958,1.1604424142106302,1267083.2882,209877.2954,2277728.1768,123.0350067817815
495,495,1,20,0.345,0,1,1,0,1,0,146144.0704,0,-235550.4735,-235550.4735,0.0,1267083.2882,209877.2954,2513593.5936,123.0350067817815
496,496,1,25,0.345,0,1,1,0,1,0,146144.0704,0,-199282.355,-199282.355,0.0,1267083.2882,209877.2954,2513593.5936,123.0350067817815
497,497,1,30,0.345,0,1,1,0,1,0,146144.0704,0,-122831.1417,-122831.1417,0.0,1267083.2882,209877.2954,2513593.5936,123.0350067817815
498,498,1,35,0.345,0,1,1,0,1,0,146144.0704,0,-48143.2867,-48143.2867,0.0,1267083.2882,209877.2954,2513593.5936,123.0350067817815
499,499,1,40,0.345,0,1,1,0,1,0,146144.0704,0,14543.3921,14543.3921,0.10150527767961318,1267083.2882,209877.2954,2513593.5936,123.0350067817815
500,500,1,45,0.345,0,1,1,0,1,0,146144.0704,0,77097.6001,77097.6001,0.3470575741230116,1267083.2882,209877.2954,2513593.5936,123.0350067817815
501,501,1,50,0.345,0,1,1,0,1,0,146144.0704,0,139068.2197,139068.2197,0.5937015912637779,1267083.2882,209877.2954,2513593.5936,123.0350067817815
502,502,1,55,0.345,0,1,1,0,1,0,146144.0704,0,199210.2986,199210.2986,0.841033034448996,1267083.2882,209877.2954,2513593.5936,123.0350067817815
503,503,1,60,0.345,0,1,1,0,1,0,146144.0704,0,254731.9222,254731.9222,1.0887752941472775,1267083.2882,209877.2954,2513593.5936,123.0350067817815
504,504,1,20,0.06,0,1,1,1,0,0,213781.8371,0,-331308.3157,-331308.3157,0.0,1628415.2416,209877.2954,2349478.2715,155.85621295778157
505,505,1,25,0.06,0,1,1,1,0,0,213781.8371,0,-231664.1636,-231664.1636,0.0,1628415.2416,209877.2954,2349478.2715,155.85621295778157
506,506,1,30,0.06,0,1,1,1,0,0,213781.8371,0,-130618.7277,-130618.7277,0.0,1628415.2416,209877.2954,2349478.2715,155.85621295778157
507,507,1,35,0.06,0,1,1,1,0,0,213781.8371,0,-33337.2293,-33337.2293,0.0,1628415.2416,209877.2954,2349478.2715,155.85621295778157
508,508,1,40,0.06,0,1,1,1,0,0,213781.8371,0,54260.194,54260.194,0.16154641747757523,1628415.2416,209877.2954,2349478.2715,155.85621295778157
509,509,1,45,0.06,0,1,1,1,0,0,213781.8371,0,133239.9033,133239.9033,0.38614347393745163,1628415.2416,209877.2954,2349478.2715,155.85621295778157
510,510,1,50,0.06,0,1,1,1,0,0,213781.8371,0,204660.8978,204660.8978,0.611601934989159,1628415.2416,209877.2954,2349478.2715,155.85621295778157
511,511,1,55,0.06,0,1,1,1,0,0,213781.8371,0,277764.6525,277764.6525,0.8360139917403849,1628415.2416,209877.2954,2349478.2715,155.85621295778157
512,512,1,60,0.06,0,1,1,1,0,0,213781.8371,0,350176.3247,350176.3247,1.0604260484916104,1628415.2416,209877.2954,2349478.2715,155.85621295778157
513,513,1,20,0.155,0,1,1,1,0,0,194904.9481,0,-355539.9418,-355539.9418,0.0,1628415.2416,209877.2954,2637798.9085,155.85621295778157
514,514,1,25,0.155,0,1,1,1,0,0,194904.9481,0,-257583.588,-257583.588,0.0,1628415.2416,209877.2954,2637798.9085,155.85621295778157
515,515,1,30,0.155,0,1,1,1,0,0,194904.9481,0,-157625.2503,-157625.2503,0.0,1628415.2416,209877.2954,2637798.9085,155.85621295778157
516,516,1,35,0.155,0,1,1,1,0,0,194904.9481,0,-57284.7521,-57284.7521,0.0,1628415.2416,209877.2954,2637798.9085,155.85621295778157
517,517,1,40,0.155,0,1,1,1,0,0,194904.9481,0,30901.1165,30901.1165,0.09912985492186506,1628415.2416,209877.2954,2637798.9085,155.85621295778157
518,518,1,45,0.155,0,1,1,1,0,0,194904.9481,0,113166.5018,113166.5018,0.3238378080535297,1628415.2416,209877.2954,2637798.9085,155.85621295778157
519,519,1,50,0.155,0,1,1,1,0,0,194904.9481,0,186893.582,186893.582,0.5484523468822928,1628415.2416,209877.2954,2637798.9085,155.85621295778157
520,520,1,55,0.155,0,1,1,1,0,0,194904.9481,0,258161.5525,258161.5525,0.7734539294060261,1628415.2416,209877.2954,2637798.9085,155.85621295778157
521,521,1,60,0.155,0,1,1,1,0,0,194904.9481,0,329763.8865,329763.8865,0.9982603457286754,1628415.2416,209877.2954,2637798.9085,155.85621295778157
522,522,1,20,0.25,0,1,1,1,0,0,177354.7767,0,-377205.745,-377205.745,0.0,1628415.2416,209877.2954,2926119.5454,155.85621295778157
523,523,1,25,0.25,0,1,1,1,0,0,177354.7767,0,-282776.8103,-282776.8103,0.0,1628415.2416,209877.2954,2926119.5454,155.85621295778157
524,524,1,30,0.25,0,1,1,1,0,0,177354.7767,0,-184069.9256,-184069.9256,0.0,1628415.2416,209877.2954,2926119.5454,155.85621295778157
525,525,1,35,0.25,0,1,1,1,0,0,177354.7767,0,-83979.7094,-83979.7094,0.0,1628415.2416,209877.2954,2926119.5454,155.85621295778157
526,526,1,40,0.25,0,1,1,1,0,0,177354.7767,0,7449.1198,7449.1198,0.0380345177553265,1628415.2416,209877.2954,2926119.5454,155.85621295778157
527,527,1,45,0.25,0,1,1,1,0,0,177354.7767,0,92592.3324,92592.3324,0.2620623342293661,1628415.2416,209877.2954,2926119.5454,155.85621295778157
528,528,1,50,0.25,0,1,1,1,0,0,177354.7767,0,167952.793,167952.793,0.48612919862948445,1628415.2416,209877.2954,2926119.5454,155.85621295778157
529,529,1,55,0.25,0,1,1,1,0,0,177354.7767,0,239750.5565,239750.5565,0.7107612198271338,1628415.2416,209877.2954,2926119.5454,155.85621295778157
530,530,1,60,0.25,0,1,1,1,0,0,177354.7767,0,310349.5003,310349.5003,0.9357293485780905,1628415.2416,209877.2954,2926119.5454,155.85621295778157
531,531,1,20,0.345,0,1,1,1,0,0,158524.0735,0,-397871.4782,-397871.4782,0.0,1628415.2416,209877.2954,3214440.1824,155.85621295778157
