,ID,E_Brent,Opt_Basica,PP,BR,AR,WO,NW,opt_CE,opt_CN,opt_CS,opt_IC,opt_IN,opt_IS,VPN_Basica_porta,VPN_incremental_porta,VPN_Basica,VPN_incremental,VPN_Total,EFI_INCREMENTAL,capex,opex_basica,opex_incremental,volumen_B_LE,volumen_I_LE,volumen_T_LE
74,74,30,0,0.52,1,0,1,0,1,1,0,1,0,1,0,11828.455,0,-17784.2071,-17784.2071,0.0,73658.7515,918828.16,923642.3105,0.0,2.0705140352,2.0705140352
75,75,30,0,0.52,1,0,1,0,1,1,0,1,0,0,0,494.1574,0,-19134.372,-19134.372,0.0,54867.5547,918828.16,923298.6784,0.0,1.3046118865,1.3046118865
76,76,30,0,0.52,1,0,1,0,1,1,0,0,1,1,0,20791.5849,0,-16848.5349,-16848.5349,0.0,89781.6603,918828.16,923988.2613,0.0,2.525501497566667,2.525501497566667
77,77,30,0,0.52,1,0,1,0,1,1,0,0,1,0,0,8899.559,0,-18758.6154,-18758.6154,0.0,70990.4635,918828.16,923644.6293,0.0,1.9421015388666667,1.9421015388666667
78,78,30,0,0.52,1,0,1,0,1,1,0,0,0,1,0,7736.2934,0,-18193.2236,-18193.2236,0.0,65659.3432,918828.16,922346.8398,0.0,1.8468227570000002,1.8468227570000002
79,79,30,0,0.52,1,0,1,0,1,1,0,0,0,0,0,-3327.9952,0,-18118.2761,-18118.2761,0.0,46868.1463,918828.16,922003.2077,0.0,0.9049960954666666,0.9049960954666666
80,80,30,0,0.52,1,0,1,0,1,0,1,1,1,1,0,30530.2493,0,-15273.0374,-15273.0374,0.0,105913.8295,918828.16,928908.1138,0.0,3.2769022988,3.2769022988
81,81,30,0,0.52,1,0,1,0,1,0,1,1,1,0,0,18383.5504,0,-17481.7686,-17481.7686,0.0,87122.6327,918828.16,928564.4818,0.0,2.4335416629333335,2.4335416629333335
82,82,30,0,0.52,1,0,1,0,1,0,1,1,0,1,0,16985.5881,0,-16916.3769,-16916.3769,0.0,81791.5123,918828.16,927266.6922,0.0,2.3382628810666666,2.3382628810666666
83,83,30,0,0.52,1,0,1,0,1,0,1,1,0,0,0,5406.0795,0,-18558.3913,-18558.3913,0.0,63000.3155,918828.16,926923.0602,0.0,1.5464599917000006,1.5464599917000006
84,84,30,0,0.52,1,0,1,0,1,0,1,0,1,1,0,26103.9427,0,-15879.0999,-15879.0999,0.0,97914.4212,918828.16,927612.6431,0.0,3.0350352981,3.0350352981
85,85,30,0,0.52,1,0,1,0,1,0,1,0,1,0,0,14098.8837,0,-17890.7851,-17890.7851,0.0,79123.2243,918828.16,927269.011,0.0,2.2098503847333335,2.2098503847333335
86,86,30,0,0.52,1,0,1,0,1,0,1,0,0,1,0,12841.2433,0,-17325.3934,-17325.3934,0.0,73792.104,918828.16,925971.2215,0.0,2.1145716028666666,2.1145716028666666
87,87,30,0,0.52,1,0,1,0,1,0,1,0,0,0,0,1537.8786,0,-18652.0859,-18652.0859,0.0,55000.9072,918828.16,925627.5895,0.0,1.3484306225,1.3484306225
88,88,30,0,0.52,1,0,1,0,1,0,0,1,1,1,0,11486.9187,0,-17048.297,-17048.297,0.0,69713.4408,918828.16,922157.0191,0.0,2.0126243202000005,2.0126243202000005
89,89,30,0,0.52,1,0,1,0,1,0,0,1,1,0,0,332.753,0,-18288.7799,-18288.7799,0.0,50922.244,918828.16,921813.387,0.0,1.2566888858333334,1.2566888858333334
90,90,30,0,0.52,1,0,1,0,1,0,0,1,0,1,0,-499.5084,0,-17638.527,-17638.527,0.0,45591.1237,918828.16,920515.5975,0.0,1.1700970918,1.1700970918
91,91,30,0,0.52,1,0,1,0,1,0,0,1,0,0,0,-9798.5953,0,-6497.0164,-6497.0164,0.0,26799.9268,918828.16,920171.9654,0.0,0.09249586666666666,0.09249586666666666
92,92,30,0,0.52,1,0,1,0,1,0,0,0,1,1,0,7394.7571,0,-17386.2064,-17386.2064,0.0,61714.0325,918828.16,920861.5483,0.0,1.5706546591666668,1.5706546591666668
93,93,30,0,0.52,1,0,1,0,1,0,0,0,1,0,0,-3332.9705,0,-17183.2954,-17183.2954,0.0,42922.8357,918828.16,920517.9163,0.0,0.8695869251333334,0.8695869251333334
94,94,30,0,0.52,1,0,1,0,1,0,0,0,0,1,0,-3925.182,0,-16648.4629,-16648.4629,0.0,37591.7153,918828.16,919220.1268,0.0,0.7835422296000001,0.7835422296000001
95,95,30,0,0.52,1,0,1,0,1,0,0,0,0,0,0,-5185.1669,0,-5772.8467,-5772.8467,0.0,18800.5185,918828.16,918876.4947,0.0,0.07196140466666667,0.07196140466666667
96,96,30,0,0.52,1,0,1,0,0,1,1,1,1,1,0,34116.9418,0,-15571.3769,-15571.3769,0.0,115180.9388,918828.16,931986.4921,0.0,3.5070629329666674,3.5070629329666674
97,97,30,0,0.52,1,0,1,0,0,1,1,1,1,0,0,21839.4324,0,-17985.6001,-17985.6001,0.0,96389.742,918828.16,931642.86,0.0,2.6432557757666664,2.6432557757666664
98,98,30,0,0.52,1,0,1,0,0,1,1,1,0,1,0,20369.1704,0,-17420.2084,-17420.2084,0.0,91058.6217,918828.16,930345.0705,0.0,2.5479769939000003,2.5479769939000003
99,99,30,0,0.52,1,0,1,0,0,1,1,1,0,0,0,8527.4611,0,-19325.53,-19325.53,0.0,72267.4248,918828.16,930001.4384,0.0,1.7328973488666666,1.7328973488666666
100,100,30,0,0.52,1,0,1,0,0,1,1,0,1,1,0,29690.6352,0,-16177.4394,-16177.4394,0.0,107181.5305,918828.16,930691.0213,0.0,3.2651959322666673,3.2651959322666673
101,101,30,0,0.52,1,0,1,0,0,1,1,0,1,0,0,17482.4661,0,-18394.6166,-18394.6166,0.0,88390.3337,918828.16,930347.3893,0.0,2.4195644975666664,2.4195644975666664
102,102,30,0,0.52,1,0,1,0,0,1,1,0,0,1,0,16084.5037,0,-17829.2249,-17829.2249,0.0,83059.2133,918828.16,929049.5998,0.0,2.3242857157000003,2.3242857157000003
